ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20070306,31001,Adams County,NE,100,0,0,0,0,0,3/6/07,3/12/07,1
20070227,31001,Adams County,NE,100,0,0,0,0,0,2/27/07,3/5/07,1
20070220,31001,Adams County,NE,100,0,0,0,0,0,2/20/07,2/26/07,1
20070213,31001,Adams County,NE,100,0,0,0,0,0,2/13/07,2/19/07,1
20070206,31001,Adams County,NE,100,0,0,0,0,0,2/6/07,2/12/07,1
20070130,31001,Adams County,NE,100,0,0,0,0,0,1/30/07,2/5/07,1
20070123,31001,Adams County,NE,100,0,0,0,0,0,1/23/07,1/29/07,1
20070116,31001,Adams County,NE,100,0,0,0,0,0,1/16/07,1/22/07,1
20070109,31001,Adams County,NE,100,0,0,0,0,0,1/9/07,1/15/07,1
20070102,31001,Adams County,NE,100,0,0,0,0,0,1/2/07,1/8/07,1
20061226,31001,Adams County,NE,0,100,0,0,0,0,12/26/06,1/1/07,1
20061219,31001,Adams County,NE,0,100,0,0,0,0,12/19/06,12/25/06,1
20061212,31001,Adams County,NE,0,100,0,0,0,0,12/12/06,12/18/06,1
20061205,31001,Adams County,NE,0,100,0,0,0,0,12/5/06,12/11/06,1
20061128,31001,Adams County,NE,0,100,0,0,0,0,11/28/06,12/4/06,1
20061121,31001,Adams County,NE,0,100,0,0,0,0,11/21/06,11/27/06,1
20061114,31001,Adams County,NE,0,100,0,0,0,0,11/14/06,11/20/06,1
20061107,31001,Adams County,NE,0,100,0,0,0,0,11/7/06,11/13/06,1
20061031,31001,Adams County,NE,0,100,0,0,0,0,10/31/06,11/6/06,1
20061024,31001,Adams County,NE,0,100,0,0,0,0,10/24/06,10/30/06,1
20061017,31001,Adams County,NE,0,100,0,0,0,0,10/17/06,10/23/06,1
20061010,31001,Adams County,NE,0,100,0,0,0,0,10/10/06,10/16/06,1
20061003,31001,Adams County,NE,0,100,0,0,0,0,10/3/06,10/9/06,1
20060926,31001,Adams County,NE,0,100,0,0,0,0,9/26/06,10/2/06,1
20060919,31001,Adams County,NE,0,100,0,0,0,0,9/19/06,9/25/06,1
20060912,31001,Adams County,NE,0,100,0,0,0,0,9/12/06,9/18/06,1
20060905,31001,Adams County,NE,0,100,97.47,0,0,0,9/5/06,9/11/06,1
20060829,31001,Adams County,NE,0,100,97.47,0,0,0,8/29/06,9/4/06,1
20060822,31001,Adams County,NE,0,100,97.61,0,0,0,8/22/06,8/28/06,1
20060815,31001,Adams County,NE,0,100,100,90.5,0,0,8/15/06,8/21/06,1
20060808,31001,Adams County,NE,0,100,100,90.5,0,0,8/8/06,8/14/06,1
20060801,31001,Adams County,NE,0,100,100,100,0,0,8/1/06,8/7/06,1
20060725,31001,Adams County,NE,0,100,100,100,0,0,7/25/06,7/31/06,1
20060718,31001,Adams County,NE,0,100,100,100,0,0,7/18/06,7/24/06,1
20060711,31001,Adams County,NE,0,100,100,1.49,0,0,7/11/06,7/17/06,1
20060704,31001,Adams County,NE,0,100,100,29.3,0,0,7/4/06,7/10/06,1
20060627,31001,Adams County,NE,0,100,100,29.3,0,0,6/27/06,7/3/06,1
20060620,31001,Adams County,NE,0,100,100,54.74,0,0,6/20/06,6/26/06,1
20060613,31001,Adams County,NE,0,100,100,54.74,0,0,6/13/06,6/19/06,1
20060606,31001,Adams County,NE,0,100,56.43,0,0,0,6/6/06,6/12/06,1
20060530,31001,Adams County,NE,0,100,31.99,0,0,0,5/30/06,6/5/06,1
20060523,31001,Adams County,NE,0,100,10.66,0,0,0,5/23/06,5/29/06,1
20060516,31001,Adams County,NE,0,100,0,0,0,0,5/16/06,5/22/06,1
20060509,31001,Adams County,NE,0,100,0,0,0,0,5/9/06,5/15/06,1
20060502,31001,Adams County,NE,0,100,100,0,0,0,5/2/06,5/8/06,1
20060425,31001,Adams County,NE,0,100,100,0,0,0,4/25/06,5/1/06,1
20060418,31001,Adams County,NE,0,100,100,0,0,0,4/18/06,4/24/06,1
20060411,31001,Adams County,NE,0,100,97.76,0,0,0,4/11/06,4/17/06,1
20060404,31001,Adams County,NE,0,100,97.76,0,0,0,4/4/06,4/10/06,1
20060328,31001,Adams County,NE,0,100,100,0,0,0,3/28/06,4/3/06,1
20060321,31001,Adams County,NE,0,100,100,0,0,0,3/21/06,3/27/06,1
20060314,31001,Adams County,NE,0,100,100,0,0,0,3/14/06,3/20/06,1
20060307,31001,Adams County,NE,0,100,100,0,0,0,3/7/06,3/13/06,1
20060228,31001,Adams County,NE,0,100,100,0,0,0,2/28/06,3/6/06,1
20060221,31001,Adams County,NE,0,100,100,0,0,0,2/21/06,2/27/06,1
20060214,31001,Adams County,NE,0,100,100,0,0,0,2/14/06,2/20/06,1
20060207,31001,Adams County,NE,0,100,100,0,0,0,2/7/06,2/13/06,1
20060131,31001,Adams County,NE,0,100,100,0,0,0,1/31/06,2/6/06,1
20060124,31001,Adams County,NE,0,100,100,0,0,0,1/24/06,1/30/06,1
20060117,31001,Adams County,NE,0,100,100,0,0,0,1/17/06,1/23/06,1
20060110,31001,Adams County,NE,0,100,100,0,0,0,1/10/06,1/16/06,1
20060103,31001,Adams County,NE,0,100,100,0,0,0,1/3/06,1/9/06,1
20051227,31001,Adams County,NE,0,100,100,0,0,0,12/27/05,1/2/06,1
20051220,31001,Adams County,NE,0,100,100,0,0,0,12/20/05,12/26/05,1
20051213,31001,Adams County,NE,0,100,100,0,0,0,12/13/05,12/19/05,1
20051206,31001,Adams County,NE,0,100,100,0,0,0,12/6/05,12/12/05,1
20051129,31001,Adams County,NE,0,100,100,0,0,0,11/29/05,12/5/05,1
20051122,31001,Adams County,NE,0,100,100,0,0,0,11/22/05,11/28/05,1
20051115,31001,Adams County,NE,0,100,100,0,0,0,11/15/05,11/21/05,1
20051108,31001,Adams County,NE,0,100,100,0,0,0,11/8/05,11/14/05,1
20051101,31001,Adams County,NE,0,100,100,0,0,0,11/1/05,11/7/05,1
20051025,31001,Adams County,NE,0,100,100,0,0,0,10/25/05,10/31/05,1
20051018,31001,Adams County,NE,0,100,100,0,0,0,10/18/05,10/24/05,1
20051011,31001,Adams County,NE,0,100,100,0,0,0,10/11/05,10/17/05,1
20051004,31001,Adams County,NE,0,100,100,0,0,0,10/4/05,10/10/05,1
20050927,31001,Adams County,NE,0,100,100,0,0,0,9/27/05,10/3/05,1
20050920,31001,Adams County,NE,0,100,100,0,0,0,9/20/05,9/26/05,1
20050913,31001,Adams County,NE,0,100,100,0,0,0,9/13/05,9/19/05,1
20050906,31001,Adams County,NE,0,100,100,0,0,0,9/6/05,9/12/05,1
20050830,31001,Adams County,NE,0,100,100,0,0,0,8/30/05,9/5/05,1
20050823,31001,Adams County,NE,0,100,100,0,0,0,8/23/05,8/29/05,1
20050816,31001,Adams County,NE,0,100,100,99.99,0,0,8/16/05,8/22/05,1
20050809,31001,Adams County,NE,0,100,100,99.99,0,0,8/9/05,8/15/05,1
20050802,31001,Adams County,NE,0,100,100,0,0,0,8/2/05,8/8/05,1
20050726,31001,Adams County,NE,0,100,100,0,0,0,7/26/05,8/1/05,1
20050719,31001,Adams County,NE,0,100,85.15,0,0,0,7/19/05,7/25/05,1
20050712,31001,Adams County,NE,17.14,82.86,0,0,0,0,7/12/05,7/18/05,1
20050705,31001,Adams County,NE,21.92,78.08,0,0,0,0,7/5/05,7/11/05,1
20050628,31001,Adams County,NE,90.99,9.01,0,0,0,0,6/28/05,7/4/05,1
20050621,31001,Adams County,NE,100,0,0,0,0,0,6/21/05,6/27/05,1
20050614,31001,Adams County,NE,100,0,0,0,0,0,6/14/05,6/20/05,1
20050607,31001,Adams County,NE,100,0,0,0,0,0,6/7/05,6/13/05,1
20050531,31001,Adams County,NE,100,0,0,0,0,0,5/31/05,6/6/05,1
20050524,31001,Adams County,NE,100,0,0,0,0,0,5/24/05,5/30/05,1
20050517,31001,Adams County,NE,100,0,0,0,0,0,5/17/05,5/23/05,1
20050510,31001,Adams County,NE,0,100,100,0,0,0,5/10/05,5/16/05,1
20050503,31001,Adams County,NE,0,100,100,0,0,0,5/3/05,5/9/05,1
20050426,31001,Adams County,NE,0,100,100,0,0,0,4/26/05,5/2/05,1
20050419,31001,Adams County,NE,0,100,100,0,0,0,4/19/05,4/25/05,1
20050412,31001,Adams County,NE,0,100,100,0,0,0,4/12/05,4/18/05,1
20050405,31001,Adams County,NE,0,100,100,0,0,0,4/5/05,4/11/05,1
20050329,31001,Adams County,NE,0,100,100,0,0,0,3/29/05,4/4/05,1
20050322,31001,Adams County,NE,0,100,100,0,0,0,3/22/05,3/28/05,1
20050315,31001,Adams County,NE,0,100,100,0,0,0,3/15/05,3/21/05,1
20050308,31001,Adams County,NE,0,100,100,0,0,0,3/8/05,3/14/05,1
20050301,31001,Adams County,NE,0,100,100,0,0,0,3/1/05,3/7/05,1
20050222,31001,Adams County,NE,0,100,100,0,0,0,2/22/05,2/28/05,1
20050215,31001,Adams County,NE,0,100,100,0,0,0,2/15/05,2/21/05,1
20050208,31001,Adams County,NE,0,100,100,0,0,0,2/8/05,2/14/05,1
20050201,31001,Adams County,NE,0,100,100,0,0,0,2/1/05,2/7/05,1
20050125,31001,Adams County,NE,0,100,100,0,0,0,1/25/05,1/31/05,1
20050118,31001,Adams County,NE,0,100,100,0,0,0,1/18/05,1/24/05,1
20050111,31001,Adams County,NE,0,100,100,0,0,0,1/11/05,1/17/05,1
20050104,31001,Adams County,NE,0,100,100,0,0,0,1/4/05,1/10/05,1
20041228,31001,Adams County,NE,0,100,100,0,0,0,12/28/04,1/3/05,1
20041221,31001,Adams County,NE,0,100,100,0,0,0,12/21/04,12/27/04,1
20041214,31001,Adams County,NE,0,100,100,0,0,0,12/14/04,12/20/04,1
20041207,31001,Adams County,NE,0,100,100,0,0,0,12/7/04,12/13/04,1
20041130,31001,Adams County,NE,0,100,100,0,0,0,11/30/04,12/6/04,1
20041123,31001,Adams County,NE,0,100,100,0,0,0,11/23/04,11/29/04,1
20041116,31001,Adams County,NE,0,100,100,0,0,0,11/16/04,11/22/04,1
20041109,31001,Adams County,NE,0,100,100,0,0,0,11/9/04,11/15/04,1
20041102,31001,Adams County,NE,0,100,100,0,0,0,11/2/04,11/8/04,1
20041026,31001,Adams County,NE,0,100,100,0,0,0,10/26/04,11/1/04,1
20041019,31001,Adams County,NE,0,100,100,0,0,0,10/19/04,10/25/04,1
20041012,31001,Adams County,NE,0,100,100,0,0,0,10/12/04,10/18/04,1
20041005,31001,Adams County,NE,0,100,100,0,0,0,10/5/04,10/11/04,1
20040928,31001,Adams County,NE,0,100,100,0,0,0,9/28/04,10/4/04,1
20040921,31001,Adams County,NE,0,100,100,62.63,0,0,9/21/04,9/27/04,1
20040914,31001,Adams County,NE,0,100,100,62.63,0,0,9/14/04,9/20/04,1
20040907,31001,Adams County,NE,0,100,100,62.63,0,0,9/7/04,9/13/04,1
20040831,31001,Adams County,NE,0,100,100,62.63,0,0,8/31/04,9/6/04,1
20040824,31001,Adams County,NE,0,100,100,63.03,0,0,8/24/04,8/30/04,1
20040817,31001,Adams County,NE,0,100,100,63.03,0,0,8/17/04,8/23/04,1
20040810,31001,Adams County,NE,0,100,100,0,0,0,8/10/04,8/16/04,1
20040803,31001,Adams County,NE,0,100,29.95,0,0,0,8/3/04,8/9/04,1
20040727,31001,Adams County,NE,0,100,0,0,0,0,7/27/04,8/2/04,1
20040720,31001,Adams County,NE,0,100,0,0,0,0,7/20/04,7/26/04,1
20040713,31001,Adams County,NE,0,100,0,0,0,0,7/13/04,7/19/04,1
20040706,31001,Adams County,NE,0,100,0,0,0,0,7/6/04,7/12/04,1
20040629,31001,Adams County,NE,4.3,95.7,0,0,0,0,6/29/04,7/5/04,1
20040622,31001,Adams County,NE,0.01,99.99,0,0,0,0,6/22/04,6/28/04,1
20040615,31001,Adams County,NE,0,100,0,0,0,0,6/15/04,6/21/04,1
20040608,31001,Adams County,NE,0,100,0,0,0,0,6/8/04,6/14/04,1
20040601,31001,Adams County,NE,0,100,0,0,0,0,6/1/04,6/7/04,1
20040525,31001,Adams County,NE,0.27,99.73,0.1,0,0,0,5/25/04,5/31/04,1
20040518,31001,Adams County,NE,0.27,99.73,0.1,0,0,0,5/18/04,5/24/04,1
20040511,31001,Adams County,NE,0.27,99.73,0.1,0,0,0,5/11/04,5/17/04,1
20040504,31001,Adams County,NE,0,100,100,0,0,0,5/4/04,5/10/04,1
20040427,31001,Adams County,NE,0,100,100,0,0,0,4/27/04,5/3/04,1
20040420,31001,Adams County,NE,0,100,100,0,0,0,4/20/04,4/26/04,1
20040413,31001,Adams County,NE,0,100,100,0,0,0,4/13/04,4/19/04,1
20040406,31001,Adams County,NE,0,100,100,0,0,0,4/6/04,4/12/04,1
20040330,31001,Adams County,NE,0,100,96.22,0,0,0,3/30/04,4/5/04,1
20040323,31001,Adams County,NE,0,100,96.22,0,0,0,3/23/04,3/29/04,1
20040316,31001,Adams County,NE,0,100,96.22,0,0,0,3/16/04,3/22/04,1
20040309,31001,Adams County,NE,0,100,96.22,0,0,0,3/9/04,3/15/04,1
20040302,31001,Adams County,NE,0,100,100,0,0,0,3/2/04,3/8/04,1
20040224,31001,Adams County,NE,0,100,100,100,0,0,2/24/04,3/1/04,1
20040217,31001,Adams County,NE,0,100,100,100,0,0,2/17/04,2/23/04,1
20040210,31001,Adams County,NE,0,100,100,100,0,0,2/10/04,2/16/04,1
20040203,31001,Adams County,NE,0,100,100,100,0,0,2/3/04,2/9/04,1
20040127,31001,Adams County,NE,0,100,100,100,0,0,1/27/04,2/2/04,1
20040120,31001,Adams County,NE,0,100,100,100,0,0,1/20/04,1/26/04,1
20040113,31001,Adams County,NE,0,100,100,100,0,0,1/13/04,1/19/04,1
20040106,31001,Adams County,NE,0,100,100,100,0,0,1/6/04,1/12/04,1
20031230,31001,Adams County,NE,0,100,100,100,0,0,12/30/03,1/5/04,1
20031223,31001,Adams County,NE,0,100,100,99.67,0,0,12/23/03,12/29/03,1
20031216,31001,Adams County,NE,0,100,100,99.43,0,0,12/16/03,12/22/03,1
20031209,31001,Adams County,NE,0,100,100,100,0,0,12/9/03,12/15/03,1
20031202,31001,Adams County,NE,0,100,100,98.26,0,0,12/2/03,12/8/03,1
20031125,31001,Adams County,NE,0,100,100,96.13,0,0,11/25/03,12/1/03,1
20031118,31001,Adams County,NE,0,100,100,86.75,0,0,11/18/03,11/24/03,1
20031111,31001,Adams County,NE,0,100,100,98.82,0,0,11/11/03,11/17/03,1
20031104,31001,Adams County,NE,0,100,100,99.99,0,0,11/4/03,11/10/03,1
20031028,31001,Adams County,NE,0,100,100,100,0,0,10/28/03,11/3/03,1
20031021,31001,Adams County,NE,0,100,100,55.92,0,0,10/21/03,10/27/03,1
20031014,31001,Adams County,NE,0,100,100,5.85,0,0,10/14/03,10/20/03,1
20031007,31001,Adams County,NE,0,100,100,12.39,0,0,10/7/03,10/13/03,1
20030930,31001,Adams County,NE,0,100,100,10.15,0,0,9/30/03,10/6/03,1
20030923,31001,Adams County,NE,0,100,100,16.72,0,0,9/23/03,9/29/03,1
20030916,31001,Adams County,NE,0,100,100,29.43,0,0,9/16/03,9/22/03,1
20030909,31001,Adams County,NE,0,100,100,100,77.24,0,9/9/03,9/15/03,1
20030902,31001,Adams County,NE,0,100,100,100,80.99,0,9/2/03,9/8/03,1
20030826,31001,Adams County,NE,0,100,100,100,65.25,0,8/26/03,9/1/03,1
20030819,31001,Adams County,NE,0,100,100,100,0,0,8/19/03,8/25/03,1
20030812,31001,Adams County,NE,0,100,100,33.88,0,0,8/12/03,8/18/03,1
20030805,31001,Adams County,NE,0,100,100,39.71,0,0,8/5/03,8/11/03,1
20030729,31001,Adams County,NE,0,100,100,45.72,0,0,7/29/03,8/4/03,1
20030722,31001,Adams County,NE,0,100,100,0,0,0,7/22/03,7/28/03,1
20030715,31001,Adams County,NE,0,100,0,0,0,0,7/15/03,7/21/03,1
20030708,31001,Adams County,NE,0,100,0,0,0,0,7/8/03,7/14/03,1
20030701,31001,Adams County,NE,14.69,85.31,0,0,0,0,7/1/03,7/7/03,1
20030624,31001,Adams County,NE,0,100,0,0,0,0,6/24/03,6/30/03,1
20030617,31001,Adams County,NE,0,100,100,0,0,0,6/17/03,6/23/03,1
20030610,31001,Adams County,NE,0,100,100,0,0,0,6/10/03,6/16/03,1
20030603,31001,Adams County,NE,0,100,100,0,0,0,6/3/03,6/9/03,1
20030527,31001,Adams County,NE,0,100,100,0,0,0,5/27/03,6/2/03,1
20030520,31001,Adams County,NE,0,100,100,0,0,0,5/20/03,5/26/03,1
20030513,31001,Adams County,NE,0,100,100,0,0,0,5/13/03,5/19/03,1
20030506,31001,Adams County,NE,0,100,100,100,0,0,5/6/03,5/12/03,1
20030429,31001,Adams County,NE,0,100,100,100,95.21,0,4/29/03,5/5/03,1
20030422,31001,Adams County,NE,0,100,100,100,100,0,4/22/03,4/28/03,1
20030415,31001,Adams County,NE,0,100,100,100,100,0,4/15/03,4/21/03,1
20030408,31001,Adams County,NE,0,100,100,100,100,0,4/8/03,4/14/03,1
20030401,31001,Adams County,NE,0,100,100,100,100,0,4/1/03,4/7/03,1
20030325,31001,Adams County,NE,0,100,100,100,100,0,3/25/03,3/31/03,1
20030318,31001,Adams County,NE,0,100,100,100,100,0,3/18/03,3/24/03,1
20030311,31001,Adams County,NE,0,100,100,100,100,0,3/11/03,3/17/03,1
20030304,31001,Adams County,NE,0,100,100,100,100,0,3/4/03,3/10/03,1
20030225,31001,Adams County,NE,0,100,100,100,22.57,0,2/25/03,3/3/03,1
20030218,31001,Adams County,NE,0,100,100,100,32.09,0,2/18/03,2/24/03,1
20030211,31001,Adams County,NE,0,100,100,100,22.68,0,2/11/03,2/17/03,1
20030204,31001,Adams County,NE,0,100,100,100,20.53,0,2/4/03,2/10/03,1
20030128,31001,Adams County,NE,0,100,100,100,30.44,0,1/28/03,2/3/03,1
20030121,31001,Adams County,NE,0,100,100,100,70.86,0,1/21/03,1/27/03,1
20030114,31001,Adams County,NE,0,100,100,100,98.2,0,1/14/03,1/20/03,1
20030107,31001,Adams County,NE,0,100,100,100,100,0,1/7/03,1/13/03,1
20021231,31001,Adams County,NE,0,100,100,100,99.47,0,12/31/02,1/6/03,1
20021224,31001,Adams County,NE,0,100,100,100,64.59,0,12/24/02,12/30/02,1
20021217,31001,Adams County,NE,0,100,100,100,63.84,0,12/17/02,12/23/02,1
20021210,31001,Adams County,NE,0,100,100,100,67.86,0,12/10/02,12/16/02,1
20021203,31001,Adams County,NE,0,100,100,100,53.57,0,12/3/02,12/9/02,1
20021126,31001,Adams County,NE,0,100,100,100,52.6,0,11/26/02,12/2/02,1
20021119,31001,Adams County,NE,0,100,100,100,44.53,0,11/19/02,11/25/02,1
20021112,31001,Adams County,NE,0,100,100,100,45.52,0,11/12/02,11/18/02,1
20021105,31001,Adams County,NE,0,100,100,100,62.13,0,11/5/02,11/11/02,1
20021029,31001,Adams County,NE,0,100,100,100,40.12,0,10/29/02,11/4/02,1
20021022,31001,Adams County,NE,0,100,100,100,100,0,10/22/02,10/28/02,1
20021015,31001,Adams County,NE,0,100,100,100,100,0,10/15/02,10/21/02,1
20021008,31001,Adams County,NE,0,100,100,97.17,0,0,10/8/02,10/14/02,1
20021001,31001,Adams County,NE,0,100,100,100,94.9,0,10/1/02,10/7/02,1
20020924,31001,Adams County,NE,0,100,100,100,88.96,0,9/24/02,9/30/02,1
20020917,31001,Adams County,NE,0,100,100,100,88.19,0,9/17/02,9/23/02,1
20020910,31001,Adams County,NE,0,100,100,100,100,0,9/10/02,9/16/02,1
20020903,31001,Adams County,NE,0,100,100,100,100,0,9/3/02,9/9/02,1
20020827,31001,Adams County,NE,0,100,100,100,100,0,8/27/02,9/2/02,1
20070828,31003,Antelope County,NE,100,0,0,0,0,0,8/28/07,9/3/07,1
20070821,31003,Antelope County,NE,98.31,1.69,0,0,0,0,8/21/07,8/27/07,1
20070814,31003,Antelope County,NE,98.31,1.69,0,0,0,0,8/14/07,8/20/07,1
20070807,31003,Antelope County,NE,92.89,7.11,0,0,0,0,8/7/07,8/13/07,1
20070731,31003,Antelope County,NE,100,0,0,0,0,0,7/31/07,8/6/07,1
20070724,31003,Antelope County,NE,100,0,0,0,0,0,7/24/07,7/30/07,1
20070717,31003,Antelope County,NE,100,0,0,0,0,0,7/17/07,7/23/07,1
20070710,31003,Antelope County,NE,100,0,0,0,0,0,7/10/07,7/16/07,1
20070703,31003,Antelope County,NE,100,0,0,0,0,0,7/3/07,7/9/07,1
20070626,31003,Antelope County,NE,100,0,0,0,0,0,6/26/07,7/2/07,1
20070619,31003,Antelope County,NE,100,0,0,0,0,0,6/19/07,6/25/07,1
20070612,31003,Antelope County,NE,100,0,0,0,0,0,6/12/07,6/18/07,1
20070605,31003,Antelope County,NE,100,0,0,0,0,0,6/5/07,6/11/07,1
20070529,31003,Antelope County,NE,100,0,0,0,0,0,5/29/07,6/4/07,1
20070522,31003,Antelope County,NE,100,0,0,0,0,0,5/22/07,5/28/07,1
20070515,31003,Antelope County,NE,100,0,0,0,0,0,5/15/07,5/21/07,1
20070508,31003,Antelope County,NE,100,0,0,0,0,0,5/8/07,5/14/07,1
20070501,31003,Antelope County,NE,100,0,0,0,0,0,5/1/07,5/7/07,1
20070424,31003,Antelope County,NE,100,0,0,0,0,0,4/24/07,4/30/07,1
20070417,31003,Antelope County,NE,100,0,0,0,0,0,4/17/07,4/23/07,1
20070410,31003,Antelope County,NE,100,0,0,0,0,0,4/10/07,4/16/07,1
20070403,31003,Antelope County,NE,100,0,0,0,0,0,4/3/07,4/9/07,1
20070327,31003,Antelope County,NE,100,0,0,0,0,0,3/27/07,4/2/07,1
20070320,31003,Antelope County,NE,100,0,0,0,0,0,3/20/07,3/26/07,1
20070313,31003,Antelope County,NE,100,0,0,0,0,0,3/13/07,3/19/07,1
20070306,31003,Antelope County,NE,100,0,0,0,0,0,3/6/07,3/12/07,1
20070227,31003,Antelope County,NE,100,0,0,0,0,0,2/27/07,3/5/07,1
20070220,31003,Antelope County,NE,100,0,0,0,0,0,2/20/07,2/26/07,1
20070213,31003,Antelope County,NE,100,0,0,0,0,0,2/13/07,2/19/07,1
20070206,31003,Antelope County,NE,100,0,0,0,0,0,2/6/07,2/12/07,1
20070130,31003,Antelope County,NE,100,0,0,0,0,0,1/30/07,2/5/07,1
20070123,31003,Antelope County,NE,100,0,0,0,0,0,1/23/07,1/29/07,1
20070116,31003,Antelope County,NE,100,0,0,0,0,0,1/16/07,1/22/07,1
20070109,31003,Antelope County,NE,100,0,0,0,0,0,1/9/07,1/15/07,1
20070102,31003,Antelope County,NE,100,0,0,0,0,0,1/2/07,1/8/07,1
20061226,31003,Antelope County,NE,0,100,0,0,0,0,12/26/06,1/1/07,1
20061219,31003,Antelope County,NE,0,100,5.33,0,0,0,12/19/06,12/25/06,1
20061212,31003,Antelope County,NE,0,100,5.33,0,0,0,12/12/06,12/18/06,1
20061205,31003,Antelope County,NE,0,100,5.33,0,0,0,12/5/06,12/11/06,1
20061128,31003,Antelope County,NE,0,100,7.98,0,0,0,11/28/06,12/4/06,1
20061121,31003,Antelope County,NE,0,100,7.98,0,0,0,11/21/06,11/27/06,1
20061114,31003,Antelope County,NE,0,100,7.98,0,0,0,11/14/06,11/20/06,1
20061107,31003,Antelope County,NE,0,100,7.98,0,0,0,11/7/06,11/13/06,1
20061031,31003,Antelope County,NE,0,100,7.98,0,0,0,10/31/06,11/6/06,1
20061024,31003,Antelope County,NE,0,100,7.98,0,0,0,10/24/06,10/30/06,1
20061017,31003,Antelope County,NE,0,100,7.98,0,0,0,10/17/06,10/23/06,1
20061010,31003,Antelope County,NE,0,100,7.98,0,0,0,10/10/06,10/16/06,1
20061003,31003,Antelope County,NE,0,100,26.55,0,0,0,10/3/06,10/9/06,1
20060926,31003,Antelope County,NE,0,100,26.55,0,0,0,9/26/06,10/2/06,1
20060919,31003,Antelope County,NE,0,100,100,0,0,0,9/19/06,9/25/06,1
20060912,31003,Antelope County,NE,0,100,100,3.8,0,0,9/12/06,9/18/06,1
20060905,31003,Antelope County,NE,0,100,100,50.46,0,0,9/5/06,9/11/06,1
20060829,31003,Antelope County,NE,0,100,100,50.46,0,0,8/29/06,9/4/06,1
20060822,31003,Antelope County,NE,0,100,100,50.46,0,0,8/22/06,8/28/06,1
20060815,31003,Antelope County,NE,0,100,100,50.46,0,0,8/15/06,8/21/06,1
20060808,31003,Antelope County,NE,0,100,100,82.96,0,0,8/8/06,8/14/06,1
20060801,31003,Antelope County,NE,0,100,100,100,0,0,8/1/06,8/7/06,1
20060725,31003,Antelope County,NE,0,100,100,5.27,0,0,7/25/06,7/31/06,1
20060718,31003,Antelope County,NE,0,100,100,5.19,0,0,7/18/06,7/24/06,1
20060711,31003,Antelope County,NE,0,100,0,0,0,0,7/11/06,7/17/06,1
20060704,31003,Antelope County,NE,0,100,0,0,0,0,7/4/06,7/10/06,1
20060627,31003,Antelope County,NE,0,100,0,0,0,0,6/27/06,7/3/06,1
20060620,31003,Antelope County,NE,0,100,0,0,0,0,6/20/06,6/26/06,1
20060613,31003,Antelope County,NE,0,100,0,0,0,0,6/13/06,6/19/06,1
20060606,31003,Antelope County,NE,0,100,0,0,0,0,6/6/06,6/12/06,1
20060530,31003,Antelope County,NE,0,100,0,0,0,0,5/30/06,6/5/06,1
20060523,31003,Antelope County,NE,100,0,0,0,0,0,5/23/06,5/29/06,1
20060516,31003,Antelope County,NE,100,0,0,0,0,0,5/16/06,5/22/06,1
20060509,31003,Antelope County,NE,100,0,0,0,0,0,5/9/06,5/15/06,1
